128	128
0	0.0128535	0.174194	0.271207	0.297386	0.609453	0.422713	0.579208	0.630653	0.567686	0.628049	0	0.136111	0.16129	0.698925	0.60423	0.0853659	0.106029	0.256614	0.361963	0.421875	0.841642	0.748428	0.438312	0.663522	0.537037	0.573034	0.799435	0.61809	1	1	0.673716	0.694969	0.808901	0.674747	0.708232	0.620321	0.870482	0.905941	0.745714	0.618421	0.803519	0.926154	0.705882	1	0.851124	0.795031	0.570652	0.75974	0.711246	0.457792	0.363636	0.963061	0.943925	0.652055	0.835526	0.267267	0.518443	0.595843	0.792169	0.304487	0.230661	0	0.613636	0.806818	0.816265	0.704492	0.763986	0.866242	0.764873	0.5	0.484663	0.655488	0.918301	0.848341	1	0.611987	0.852814	0.865429	0.74564	0.911227	0.89645	0.825301	0.57329	0.508621	0.736686	0.785714	0.870253	0.819527	0.818731	0.461538	0.13355	0	0.16696	0.195827	0.183471	0	0.364179	0.28254	0.0920635	0.391447	0.789634	0.89008	0.924479	0.0653595	0.0862069	0.386364	0.5	0.694006	0.738602	0.0941558	0	0	0	0.0243902	0	0.353896	0.502959	0.0654912	0.145794	0.528571	0.910761	0.978852	0.585586	0.0776053	0.321981	0.230114	0.0791139	
0.0844444	0.0127226	0	0.289329	0.112474	0.365796	0.59164	0.66954	0.552632	0.498382	0.899749	0.792115	0.583082	0.309446	0.419255	0.607445	0.207171	0.177066	0.592593	0.523392	0.619497	0.923754	0.886628	0.665644	0.623053	0.579439	0.563863	0.707237	0.926554	0.964286	0.964968	0.725948	0.778443	0.78534	0.896313	0.803235	0.512	0.760542	0.830339	0.807054	0.833333	0.695522	0.993865	0.950617	0.78125	0.651026	0.848214	0.609231	0.894737	0.699346	0.678125	0.715569	0.852201	0.796923	0.866279	0.855114	0.677215	0.527439	0.553055	0.45092	0.0615764	0.126233	0.0899358	0.50289	0.88764	0.849711	0.752475	0.617692	0.660317	0.643243	0.786408	0.389881	0.666667	0.924198	0.912322	0.782723	0.888889	0.706468	0.863636	0.765723	0.793296	0.819018	0.68239	0.68125	0.510029	0.53211	0.770393	0.815385	0.652941	0.821429	0.784884	0.38404	0.226837	0.219745	0.0518868	0.0863931	0.113514	0.369565	0.420245	0.586895	0.192429	0.28483	0.755906	0.428571	0	0.322476	0.453125	0.570552	0.746951	0.352025	0.0856354	0	0.0515222	0.338863	0.0316623	0.348243	0.7737	0.345794	0.204545	0.0226131	0.533865	0.82801	0.708075	0.359195	0	0.117816	0.177066	0.208012	
0.2781	0.202512	0.170435	0.288398	0.229672	0.479042	0.724286	0.471519	0.404984	0.456647	0.641791	0.564516	0.745098	0.454545	0.55	0.386792	0.281022	0.180488	0.47619	0.912088	0.534918	0.571856	0.583333	0.474006	0.544073	0.572347	0.588785	0.654434	0.886256	0.985465	0.820122	0.666667	0.738636	0.953416	0.773585	0.241379	0.271663	0.876161	0.8125	1	0.885093	0.897196	0.858491	0.621701	0.829268	1	0.94704	0.555556	0.558824	0.510903	0.825949	0.87963	0.605178	0.440625	0.371795	0.68038	0.962733	0.938503	0.557592	0.720365	0.229299	0.0320988	0.180556	0.0449438	0.470414	0.714706	0.744745	0.777778	0.587879	0.608357	0.768212	0.634146	0.583062	0.925532	0.563147	0.516517	0.783422	0.968944	0.694712	0.766551	0.709052	0.605187	0.628049	0.698864	0.534946	0.658228	0.8	0.446483	0.393564	0.646617	0.720841	0.771261	0.433657	0.353698	0.116618	0.015674	0.270718	0.398089	0.769697	0.814024	0.432099	0.436747	0.875546	0.376582	0.0909091	0.650155	0.623003	0.53211	0.677419	0.152239	0	0	0.0657596	0	0.25	0.48125	0.590476	0.319079	0.226415	0.175719	0.341693	0.657143	0.783282	0.235119	0.190323	0.136276	0.233658	0.172712	
0.195827	0.220089	0.300316	0.0249377	0.321839	0.36478	0.496988	0.733711	0.375817	0.501241	0.502857	0.791411	0.927136	0.578431	0.220544	0.457227	0.616766	0	0.511708	0.740223	0.81388	0.148876	0	0.197059	0.321311	0.492063	0.717579	0.868217	0.887781	0.912807	0.859873	0.679128	0.846154	0.734807	0.66242	0.35958	0.214502	0.405573	0.482249	0.424149	0.846626	0.707042	0.639535	0.479412	0.904908	0.792869	0.505447	0.598765	0.760234	0.897368	0.651613	0.597484	0.826498	0.459627	0	0.25387	0.615152	0.817365	0.95702	0.82029	0.307692	0.0623557	0.235131	0.0364964	0.497382	0.856725	0.973684	0.622642	0.369048	0.65764	0.695962	0.796915	0.582126	0.793419	0.801181	0.538244	0.783019	0.858491	0.713092	0.803213	0.609375	0.556634	0.427711	0.568452	0.770149	0.921212	0.907051	0.821212	0.765668	0.619898	0.358209	0.535168	0.459627	0.610825	0.212219	0	0.00857143	0	0.676101	0.773994	0.507853	0.81864	0.559701	0.45614	0.395425	0.514563	0.414239	0.548485	0.144201	0	0.056872	0.127701	0.0951374	0	0.109325	0.11976	0.184615	0.266458	0.224684	0.563694	0.410256	0.348214	0.43038	0.369281	0.343373	0.134875	0.24967	0.192869	
0.240766	0.194847	0.269745	0.173913	0.961652	0.52439	0.117117	0.893064	0.311047	0.280757	0.671554	0.496988	0.718663	0.628483	0.108025	0.47352	0.665698	0.204545	0.184343	0.424699	0.428571	0.0210843	0.075388	0.415929	0.396226	0.577508	0.931818	1	0.886243	0.951807	0.978593	0.792793	0.741279	0.867647	0.9625	0.465714	0.182561	0.463492	0.617486	0.711485	0.692308	0.84375	0.618785	0.670659	0.713415	0.785714	0.904605	0.762763	0.9125	0.767101	0.916168	0.46729	1	0.920548	0.182965	0.198813	0.539432	0.52907	0.231672	0.375321	0.243671	0.137996	0.222061	0.133462	0.132686	0.565625	0.594427	0.409786	0.223301	0.794562	0.913978	0.712766	0.740343	0.624427	0.684337	0.732365	0.888393	0.72	0.717333	0.765306	0.642254	0.348974	0.315961	0.690852	0.816024	0.782895	0.677083	0.868932	0.80597	0.823009	0.939759	0.523669	0.25387	0.238095	0.371711	0.0657895	0.104384	0.0714286	0.426036	0.783626	0.570815	0.662953	0.5	0.861963	0.488818	0.50152	0.610465	0.234957	0.480874	0.0345679	0.112179	0.251623	0.212894	0	0	0.102484	0.22082	0.549223	0.432927	0.484848	0.587432	0.334225	0.44375	0.729282	0.618182	0.0252525	0.283616	0.301142	
0.332165	0.313668	0.226551	0	0.695187	0.637462	0.0532544	0.555556	0.351852	0.0805369	0.43314	0.397661	0.716129	0.691358	0.700637	0.579288	0.594966	0.483582	0	0.397436	0.647059	0.332353	0	0.583732	0.734375	0.705882	0.626911	0.558824	0.77381	0.775758	0.763636	0.610951	0.595533	0.95756	0.863128	0.332268	0.230769	0.264881	0.731118	0.97541	0.814371	0.604278	0.811209	0.5625	0.478395	0.641337	0.679739	0.53211	0.589569	0.78869	0.711246	0.533133	0.630653	0.575472	0.679758	0.404459	0.254743	0.348684	0.339806	0.483146	0.328488	0	0.157424	0.148387	0.365559	0.136986	0.753086	0.530303	0.498507	0.798479	0.779468	0.763473	0.831731	0.834016	0.968847	0.879717	0.812741	0.669753	0.741214	0.857513	0.874674	0.605263	0.612308	0.567823	0.481081	0.743671	0.66	0.751645	0.773234	0.743516	0.828442	0.786378	0.0639535	0.118687	0.6	0.404459	0.0335917	0.238562	0.829341	0.561275	0.381988	0.263852	0.637771	0.824841	0.712963	0.606684	0.516923	0.348684	0.587692	0.218354	0.291892	0.572016	0.108787	0	0.00638978	0.284211	0.141479	0.671733	0.56231	0.595506	0.809668	0.807339	0.780856	0.643068	0.28481	0.249017	0.31866	0.312071	
0.186777	0.0889371	0	0	0.781155	0.771084	0.140417	0.173765	0.0663616	0	0.186495	0.736232	0.821875	0.85	0.8875	0.455414	0.953079	0.681716	0.214605	0.26601	0.864865	0.330409	0.216578	0.578829	0.8275	0.808917	0.54321	0.5	0.767442	0.793939	0.634218	0.578406	0.785276	0.734694	0.585153	0.682927	0.632812	0.54878	0.751979	0.846847	0.763578	0.823171	0.625378	0.51682	0.342679	0.367925	0.436709	0.631746	0.839394	0.811688	0.725	0.379085	0.295129	0.38484	0.60828	0.397436	0.272131	0.309456	0.77044	0.605505	0.265625	0.0557276	0.0242588	0.79697	0.847826	0.638365	0.7737	0.424342	0.621302	0.795977	0.722727	0.88535	0.909091	0.648318	0.586103	0.8325	0.840726	0.907317	0.734201	0.733333	0.809668	1	0.821429	0.599359	0.790123	0.797445	0.81405	0.677907	0.721963	0.358209	0.923313	0.820122	0.014245	0	0.0741935	0.217158	0	0.19195	0.854945	0.574074	0.143646	0.651652	0.655172	0.700637	0.563003	0.786496	0.676136	0.0883117	0.567647	0.418079	0.0427632	0.103226	0.105932	0.309302	0.124204	0.281437	0.254777	0.275542	0.507692	0.881789	0.415625	0.610465	0.549763	0.446875	0.0294118	0.0610329	0.215892	0.229672	
0.0470219	0	0.255385	0	0.332258	0.395498	0.203443	0.215038	0.137667	0.0969697	0.0701754	0.0383387	0.427807	0.688889	0.963061	0.769811	0.588235	0.403846	0.19103	0	0.724242	0.554859	0	0.3	0.616613	0.657321	0.573099	0.829545	0.790503	0.786982	0.558824	0.623145	0.633987	0.626866	0.563158	0.554545	0.811441	0.637043	0.875	1	0.584527	0.73125	0.740385	0.892857	0.305638	0.315942	0.489676	0.64095	0.696594	0.957816	0.811728	0.305732	0.407625	0.605178	0.819512	0.699367	0.507937	0.284345	0.83114	0.635821	0.4081	0.154839	0.0510949	0.442529	0.702624	0.837529	0.840237	0.375661	0.433022	0.764865	0.766551	0.908497	0.665179	0.899408	0.623853	0.825221	0.715013	0.701733	0.721098	0.778182	0.855856	0.592357	0.453376	0.782609	0.682927	0.826884	0.813462	0.757463	0.563518	0.855191	1	0.64657	0.5	0.117647	0.177143	0	0.0643678	0.208075	0.56869	0.473016	0.34139	0.642857	0.883382	0.569579	0.852041	0.63759	0.848665	0.623824	0.894977	0.795533	0.258359	0.305031	0.101053	0	0.0541401	0.207792	0.086262	0	0.758112	0.652495	0.778291	0.549708	0.43287	0.451429	0.507968	0.0477707	0.101639	0.0557276	
0.104167	0.182099	0.195195	0	0.0212121	0	0.170435	0.304709	0.183544	0.511182	0.404984	0.53681	0.616314	0.308157	0.227273	0.485623	0.336538	0.53773	0.351064	0.260062	0.791139	0.763158	0.187602	0.109278	0.399371	0.595745	0.489426	0.613982	0.691099	0.738372	0.814815	0.592262	0.578275	0.595166	0.480226	0.685358	0.656347	0.759136	0.607595	0.663534	0.609756	0.571429	0.816705	0.603261	0.257062	0.616352	0.682927	0.933661	0.649573	0.614887	0.669565	0.427326	0.736842	0.827309	0.763345	0.793548	0.425714	0.671779	0.672897	0.576503	0.626911	0.36646	0.213166	0.255738	0.863905	0.80916	0.326531	0.0351438	0.194969	0.605556	0.618026	0.828629	0.722581	0.673214	0.946237	0.95493	0.733051	0.802974	0.758123	0.761986	0.637838	0.598404	0.52	0.853982	0.874317	0.686813	0.892857	0.806	0.770701	1	0.886228	0.776074	0.815018	0.288462	0.00900901	0.190789	0	0.107735	0.538941	0.619597	0.650943	0.758621	0.889881	0.665198	0.802083	0.794686	0.657247	1	0.532164	0.928783	0.370253	0.0557276	0	0.0699774	0.276596	0.15	0.0636364	0.451807	0.767802	0.968454	0.892135	0.394595	0.0289389	0.636842	0.0475059	0.0210843	0.550314	0.146067	
0.289544	0.540936	0.58147	0	0.0739645	0	0.397906	0.415698	0.0551948	0.667722	0.801852	0.919355	1	0.373377	0	0.417683	0.340102	0.650295	0.457413	0.712963	0.432099	0.861446	0.576052	0.0606061	0.3	0.838608	0.536364	0.574074	0.83558	0.720859	0.701754	0.558209	0.520767	0.579288	0.595469	0.564024	0.406619	0.863905	0.695153	0.713687	0.811321	0.5	0.302181	0.185304	0.56535	0.908824	0.738532	0.700297	0.7625	0.569132	0.517857	0.518293	0.881188	0.742857	0.807065	0.62215	0.91195	0.723757	0.600619	0.823881	0.943787	0.964557	0.707246	0.377358	0.964088	0.888571	0.336449	0	0.174051	0.985075	1	0.811321	0.574924	0.772222	0.948485	0.931953	1	0.725275	0.772021	0.845494	0.757835	0.691511	0.523077	0.548673	0.853125	0.908854	0.7	0.883784	0.850202	0.665663	0.663636	0.846645	0.697406	0.3	0.163743	0.211838	0.0221519	0.171171	0.612308	0.491124	0.71	0.526786	0.263323	0.93299	0.978378	0.97319	0.708738	0.368254	0.0233918	0.303207	0.103226	0.0951374	0.00522193	0.124752	0	0.0154321	0.136508	0.478659	0.767372	0.407855	0.801749	0.400621	0.28254	0.756329	0	0	0.182663	0	
